time,station name,number of departures,departure number 1,description departure number 1,departure number 2,description departure number 2,departure number 3,description departure number 3,departure number 4,description departure number 4,departure number 5,description departure number 5,departure number 6,description departure number 6,departure number 7,description departure number 7,departure number 8,description departure number 8,number of arrivals,arrival number 1,description arrival number 1,arrival number 2,description arrival number 2,arrival number 3,description arrival number 3,arrival number 4,description arrival number 4,arrival number 5,description arrival number 5,arrival number 6,description arrival number 6,arrival number 7,description arrival number 7,arrival number 8,description arrival number 8,number of perturbations,perturbation number 1,perturbation number 2,perturbation number 3,perturbation number 4
201905021626,Armorique-Musee Postal,2,201905021627,1 mn,201905021642,16 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021626,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,5 mn,201905021638,11 mn,,,,,,,,,,,,,0,,,,
201905021626,Valenciennes,2,201905021630,3 mn,201905021646,19 mn,,,,,,,,,,,,,2,201905021629,2 mn,201905021640,13 mn,,,,,,,,,,,,,0,,,,
201905021626,Gare de l'Est,2,201905021626,A l'arret,201905021643,16 mn,,,,,,,,,,,,,2,201905021632,5 mn,201905021643,16 mn,,,,,,,,,,,,,0,,,,
201905021626,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021633,6 mn,201905021644,17 mn,,,,,,,,,,,,,0,,,,
201905021626,Jacques Bonsergent,2,201905021639,12 mn,201905021643,16 mn,,,,,,,,,,,,,2,201905021628,1 mn,201905021636,9 mn,,,,,,,,,,,,,0,,,,
201905021626,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021629,2 mn,201905021638,11 mn,,,,,,,,,,,,,0,,,,
201905021626,Republique,2,201905021636,10 mn,201905021640,13 mn,,,,,,,,,,,,,2,201905021631,4 mn,201905021640,13 mn,,,,,,,,,,,,,0,,,,
201905021626,Jean-Pierre Timbaud,2,201905021634,7 mn,201905021638,11 mn,,,,,,,,,,,,,2,201905021633,6 mn,201905021642,15 mn,,,,,,,,,,,,,0,,,,
201905021626,Oberkampf-Filles du Calvaire,2,201905021632,5 mn,201905021635,8 mn,,,,,,,,,,,,,2,201905021635,8 mn,201905021644,17 mn,,,,,,,,,,,,,0,,,,
201905021626,Saint-Claude,2,201905021631,4 mn,201905021634,7 mn,,,,,,,,,,,,,2,201905021626,0 mn,201905021637,10 mn,,,,,,,,,,,,,0,,,,
201905021626,Saint-Gilles-Chemin Vert,2,201905021629,2 mn,201905021632,5 mn,,,,,,,,,,,,,2,201905021626,0 mn,201905021626,0 mn,,,,,,,,,,,,,0,,,,
201905021626,Bastille-Beaumarchais,2,201905021627,0 mn,201905021630,3 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021626,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021629,2 mn,201905021630,3 mn,,,,,,,,,,,,,0,,,,
201905021626,Lyon-Ledru Rollin,2,201905021628,1 mn,201905021628,1 mn,,,,,,,,,,,,,2,201905021628,1 mn,201905021632,5 mn,,,,,,,,,,,,,0,,,,
201905021626,Gare de Lyon-Diderot,2,201905021631,4 mn,201905021634,8 mn,,,,,,,,,,,,,2,201905021626,A l'arret,201905021632,5 mn,,,,,,,,,,,,,0,,,,
201905021626,Quai de la Rapee,2,201905021630,3 mn,201905021633,6 mn,,,,,,,,,,,,,2,201905021626,0 mn,201905021633,6 mn,,,,,,,,,,,,,0,,,,
201905021626,Gare d'Austerlitz,2,201905021628,1 mn,201905021638,11 mn,,,,,,,,,,,,,2,201905021629,2 mn,201905021636,9 mn,,,,,,,,,,,,,0,,,,
201905021626,Saint-Marcel-La Pitie,2,201905021626,0 mn,201905021636,9 mn,,,,,,,,,,,,,2,201905021626,A l'arret,201905021633,6 mn,,,,,,,,,,,,,0,,,,
201905021626,Saint-Marcel-Jeanne d'Arc,2,201905021633,6 mn,201905021639,12 mn,,,,,,,,,,,,,2,201905021629,2 mn,201905021636,9 mn,,,,,,,,,,,,,0,,,,
201905021626,Les Gobelins,2,201905021631,4 mn,201905021638,11 mn,,,,,,,,,,,,,2,201905021627,0 mn,201905021632,5 mn,,,,,,,,,,,,,0,,,,
201905021626,Port Royal-Berthollet,2,201905021628,1 mn,201905021634,7 mn,,,,,,,,,,,,,2,201905021630,3 mn,201905021635,8 mn,,,,,,,,,,,,,0,,,,
201905021626,Port Royal-Saint Jacques,2,201905021631,4 mn,201905021640,13 mn,,,,,,,,,,,,,2,201905021627,0 mn,201905021633,6 mn,,,,,,,,,,,,,0,,,,
201905021626,Observatoire-Port Royal,2,201905021630,3 mn,201905021639,12 mn,,,,,,,,,,,,,2,201905021626,A l'arret,201905021628,1 mn,,,,,,,,,,,,,0,,,,
201905021626,Campagne Premiere,2,201905021629,2 mn,201905021637,10 mn,,,,,,,,,,,,,2,201905021628,1 mn,201905021629,3 mn,,,,,,,,,,,,,0,,,,
201905021626,Vavin,2,201905021626,0 mn,201905021635,8 mn,,,,,,,,,,,,,2,201905021629,3 mn,201905021631,4 mn,,,,,,,,,,,,,0,,,,
201905021626,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,4 mn,201905021633,6 mn,,,,,,,,,,,,,0,,,,
201905021626,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021628,1 mn,201905021634,7 mn,,,,,,,,,,,,,0,,,,
201905021626,Gare Montparnasse,2,201905021629,2 mn,201905021644,17 mn,,,,,,,,,,,,,2,201905021629,2 mn,201905021635,8 mn,,,,,,,,,,,,,0,,,,
201905021626,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,10 mn,201905021657,30 mn,,,,,,,,,,,,,0,,,,
201905021626,Montparnasse,2,201905021633,6 mn,201905021647,20 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021626,Montparnasse 2-Gare Tgv,2,201905021641,14 mn,201905021647,20 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021626,Strasbourg-Magenta,2,201905021641,14 mn,201905021645,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021626,Armorique-Musee Postal,2,201905021627,0 mn,201905021642,15 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,5 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021627,Valenciennes,2,201905021630,3 mn,201905021647,19 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021640,13 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare de l'Est,2,201905021644,16 mn,201905021648,21 mn,,,,,,,,,,,,,2,201905021633,5 mn,201905021643,15 mn,,,,,,,,,,,,,0,,,,
201905021627,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021634,7 mn,201905021644,17 mn,,,,,,,,,,,,,0,,,,
201905021627,Jacques Bonsergent,2,201905021639,12 mn,201905021644,16 mn,,,,,,,,,,,,,2,201905021628,1 mn,201905021637,10 mn,,,,,,,,,,,,,0,,,,
201905021627,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021630,3 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021627,Republique,2,201905021637,9 mn,201905021641,13 mn,,,,,,,,,,,,,2,201905021632,4 mn,201905021641,13 mn,,,,,,,,,,,,,0,,,,
201905021627,Jean-Pierre Timbaud,2,201905021635,7 mn,201905021638,11 mn,,,,,,,,,,,,,2,201905021634,6 mn,201905021643,15 mn,,,,,,,,,,,,,0,,,,
201905021627,Oberkampf-Filles du Calvaire,2,201905021632,5 mn,201905021636,9 mn,,,,,,,,,,,,,2,201905021636,8 mn,201905021645,17 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Claude,2,201905021631,4 mn,201905021634,7 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021637,10 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Gilles-Chemin Vert,2,201905021629,2 mn,201905021633,5 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021627,0 mn,,,,,,,,,,,,,0,,,,
201905021627,Bastille-Beaumarchais,2,201905021627,0 mn,201905021630,3 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021627,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021629,1 mn,201905021630,2 mn,,,,,,,,,,,,,0,,,,
201905021627,Lyon-Ledru Rollin,2,201905021629,2 mn,201905021636,9 mn,,,,,,,,,,,,,2,201905021628,1 mn,201905021632,4 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare de Lyon-Diderot,2,201905021632,4 mn,201905021635,7 mn,,,,,,,,,,,,,2,201905021631,4 mn,201905021635,7 mn,,,,,,,,,,,,,0,,,,
201905021627,Quai de la Rapee,2,201905021630,3 mn,201905021633,6 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021633,5 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare d'Austerlitz,2,201905021628,1 mn,201905021637,10 mn,,,,,,,,,,,,,2,201905021629,2 mn,201905021636,8 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Marcel-La Pitie,2,201905021635,8 mn,201905021642,14 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021633,6 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Marcel-Jeanne d'Arc,2,201905021633,5 mn,201905021640,12 mn,,,,,,,,,,,,,2,201905021630,3 mn,201905021637,9 mn,,,,,,,,,,,,,0,,,,
201905021627,Les Gobelins,2,201905021631,3 mn,201905021638,11 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021633,5 mn,,,,,,,,,,,,,0,,,,
201905021627,Port Royal-Berthollet,2,201905021627,0 mn,201905021635,7 mn,,,,,,,,,,,,,2,201905021629,1 mn,201905021636,8 mn,,,,,,,,,,,,,0,,,,
201905021627,Port Royal-Saint Jacques,2,201905021632,4 mn,201905021641,13 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021631,4 mn,,,,,,,,,,,,,0,,,,
201905021627,Observatoire-Port Royal,2,201905021630,3 mn,201905021639,12 mn,,,,,,,,,,,,,2,201905021628,0 mn,201905021632,5 mn,,,,,,,,,,,,,0,,,,
201905021627,Campagne Premiere,2,201905021629,2 mn,201905021638,10 mn,,,,,,,,,,,,,2,201905021628,1 mn,201905021629,2 mn,,,,,,,,,,,,,0,,,,
201905021627,Vavin,2,201905021627,A l'arret,201905021635,8 mn,,,,,,,,,,,,,2,201905021630,3 mn,201905021631,4 mn,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021632,4 mn,201905021633,6 mn,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021628,0 mn,201905021634,7 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare Montparnasse,2,201905021629,2 mn,201905021644,16 mn,,,,,,,,,,,,,2,201905021629,2 mn,201905021636,9 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,9 mn,201905021657,29 mn,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse,2,201905021633,6 mn,201905021647,20 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse 2-Gare Tgv,2,201905021641,13 mn,201905021647,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Strasbourg-Magenta,2,201905021641,14 mn,201905021646,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Armorique-Musee Postal,2,201905021628,0 mn,201905021642,14 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,4 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021627,Valenciennes,2,201905021630,2 mn,201905021647,19 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021640,12 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare de l'Est,2,201905021644,16 mn,201905021648,20 mn,,,,,,,,,,,,,2,201905021633,5 mn,201905021643,15 mn,,,,,,,,,,,,,0,,,,
201905021627,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021634,6 mn,201905021644,16 mn,,,,,,,,,,,,,0,,,,
201905021627,Jacques Bonsergent,2,201905021639,11 mn,201905021644,16 mn,,,,,,,,,,,,,2,201905021628,0 mn,201905021637,9 mn,,,,,,,,,,,,,0,,,,
201905021627,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021630,2 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021627,Republique,2,201905021637,9 mn,201905021641,13 mn,,,,,,,,,,,,,2,201905021632,4 mn,201905021641,13 mn,,,,,,,,,,,,,0,,,,
201905021627,Jean-Pierre Timbaud,2,201905021635,7 mn,201905021638,10 mn,,,,,,,,,,,,,2,201905021634,6 mn,201905021643,15 mn,,,,,,,,,,,,,0,,,,
201905021627,Oberkampf-Filles du Calvaire,2,201905021632,5 mn,201905021636,8 mn,,,,,,,,,,,,,2,201905021636,8 mn,201905021645,17 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Claude,2,201905021631,3 mn,201905021634,6 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021637,9 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Gilles-Chemin Vert,2,201905021629,1 mn,201905021633,5 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021627,0 mn,,,,,,,,,,,,,0,,,,
201905021627,Bastille-Beaumarchais,2,201905021627,0 mn,201905021630,2 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021627,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021629,1 mn,201905021630,2 mn,,,,,,,,,,,,,0,,,,
201905021627,Lyon-Ledru Rollin,2,201905021629,1 mn,201905021636,8 mn,,,,,,,,,,,,,2,201905021632,4 mn,201905021633,5 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare de Lyon-Diderot,2,201905021632,4 mn,201905021635,7 mn,,,,,,,,,,,,,2,201905021631,3 mn,201905021635,7 mn,,,,,,,,,,,,,0,,,,
201905021627,Quai de la Rapee,2,201905021630,2 mn,201905021633,5 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021633,5 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare d'Austerlitz,2,201905021628,0 mn,201905021637,9 mn,,,,,,,,,,,,,2,201905021629,1 mn,201905021636,8 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Marcel-La Pitie,2,201905021635,7 mn,201905021642,14 mn,,,,,,,,,,,,,2,201905021633,6 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021627,Saint-Marcel-Jeanne d'Arc,2,201905021633,5 mn,201905021640,12 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021637,9 mn,,,,,,,,,,,,,0,,,,
201905021627,Les Gobelins,2,201905021631,3 mn,201905021638,10 mn,,,,,,,,,,,,,2,201905021633,5 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021627,Port Royal-Berthollet,2,201905021627,0 mn,201905021635,7 mn,,,,,,,,,,,,,2,201905021629,1 mn,201905021636,8 mn,,,,,,,,,,,,,0,,,,
201905021627,Port Royal-Saint Jacques,2,201905021632,4 mn,201905021641,13 mn,,,,,,,,,,,,,2,201905021627,A l'arret,201905021631,3 mn,,,,,,,,,,,,,0,,,,
201905021627,Observatoire-Port Royal,2,201905021630,2 mn,201905021639,11 mn,,,,,,,,,,,,,2,201905021628,0 mn,201905021632,4 mn,,,,,,,,,,,,,0,,,,
201905021627,Campagne Premiere,2,201905021629,1 mn,201905021638,10 mn,,,,,,,,,,,,,2,201905021628,0 mn,201905021629,1 mn,,,,,,,,,,,,,0,,,,
201905021627,Vavin,2,201905021627,A l'arret,201905021635,7 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021631,3 mn,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021632,4 mn,201905021633,5 mn,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021628,0 mn,201905021634,6 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare Montparnasse,2,201905021629,1 mn,201905021644,16 mn,,,,,,,,,,,,,2,201905021629,1 mn,201905021636,8 mn,,,,,,,,,,,,,0,,,,
201905021627,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021637,9 mn,201905021657,29 mn,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse,2,201905021633,5 mn,201905021647,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Montparnasse 2-Gare Tgv,2,201905021641,13 mn,201905021647,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Strasbourg-Magenta,2,201905021641,13 mn,201905021646,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021627,Armorique-Musee Postal,2,201905021642,14 mn,201905021648,20 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021631,3 mn,201905021638,9 mn,,,,,,,,,,,,,0,,,,
201905021628,Valenciennes,2,201905021629,1 mn,201905021647,18 mn,,,,,,,,,,,,,2,201905021631,2 mn,201905021639,11 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare de l'Est,2,201905021644,15 mn,201905021649,20 mn,,,,,,,,,,,,,2,201905021634,5 mn,201905021642,13 mn,,,,,,,,,,,,,0,,,,
201905021628,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021635,7 mn,201905021643,15 mn,,,,,,,,,,,,,0,,,,
201905021628,Jacques Bonsergent,2,201905021639,11 mn,201905021644,16 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021638,10 mn,,,,,,,,,,,,,0,,,,
201905021628,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021630,1 mn,201905021640,11 mn,,,,,,,,,,,,,0,,,,
201905021628,Republique,2,201905021637,9 mn,201905021641,13 mn,,,,,,,,,,,,,2,201905021631,3 mn,201905021642,13 mn,,,,,,,,,,,,,0,,,,
201905021628,Jean-Pierre Timbaud,2,201905021635,6 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021633,5 mn,201905021644,15 mn,,,,,,,,,,,,,0,,,,
201905021628,Oberkampf-Filles du Calvaire,2,201905021633,4 mn,201905021637,8 mn,,,,,,,,,,,,,2,201905021635,7 mn,201905021646,17 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Claude,2,201905021631,3 mn,201905021635,7 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Gilles-Chemin Vert,2,201905021630,1 mn,201905021633,5 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021628,A l'arret,,,,,,,,,,,,,0,,,,
201905021628,Bastille-Beaumarchais,2,201905021628,A l'arret,201905021631,2 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021628,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021629,0 mn,201905021631,2 mn,,,,,,,,,,,,,0,,,,
201905021628,Lyon-Ledru Rollin,2,201905021635,6 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021632,3 mn,201905021634,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare de Lyon-Diderot,2,201905021630,2 mn,201905021635,6 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021635,7 mn,,,,,,,,,,,,,0,,,,
201905021628,Quai de la Rapee,2,201905021629,0 mn,201905021633,5 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021632,3 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare d'Austerlitz,2,201905021628,0 mn,201905021637,9 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Marcel-La Pitie,2,201905021635,7 mn,201905021642,13 mn,,,,,,,,,,,,,2,201905021634,6 mn,201905021638,9 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Marcel-Jeanne d'Arc,2,201905021633,4 mn,201905021640,11 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021637,9 mn,,,,,,,,,,,,,0,,,,
201905021628,Les Gobelins,2,201905021631,2 mn,201905021638,9 mn,,,,,,,,,,,,,2,201905021633,4 mn,201905021640,11 mn,,,,,,,,,,,,,0,,,,
201905021628,Port Royal-Berthollet,2,201905021634,6 mn,201905021643,14 mn,,,,,,,,,,,,,2,201905021630,2 mn,201905021636,7 mn,,,,,,,,,,,,,0,,,,
201905021628,Port Royal-Saint Jacques,2,201905021632,3 mn,201905021640,11 mn,,,,,,,,,,,,,2,201905021633,4 mn,201905021638,10 mn,,,,,,,,,,,,,0,,,,
201905021628,Observatoire-Port Royal,2,201905021630,2 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021634,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Campagne Premiere,2,201905021629,0 mn,201905021637,9 mn,,,,,,,,,,,,,2,201905021630,1 mn,201905021635,7 mn,,,,,,,,,,,,,0,,,,
201905021628,Vavin,2,201905021635,6 mn,201905021650,21 mn,,,,,,,,,,,,,2,201905021629,1 mn,201905021632,3 mn,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse-Cinemas,0,,,,,,,,,,,,,,,,,2,201905021631,2 mn,201905021633,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse-Rue du Depart,0,,,,,,,,,,,,,,,,,2,201905021628,A l'arret,201905021634,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare Montparnasse,2,201905021629,0 mn,201905021644,15 mn,,,,,,,,,,,,,2,201905021628,0 mn,201905021635,7 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare du Nord,0,,,,,,,,,,,,,,,,,2,201905021636,7 mn,201905021657,28 mn,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse,2,201905021633,4 mn,201905021647,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Montparnasse 2-Gare Tgv,2,201905021641,12 mn,201905021647,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Strasbourg-Magenta,2,201905021642,13 mn,201905021647,18 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Armorique-Musee Postal,2,201905021642,13 mn,201905021648,19 mn,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,
201905021628,Place de Catalogne,0,,,,,,,,,,,,,,,,,2,201905021632,3 mn,201905021638,9 mn,,,,,,,,,,,,,0,,,,
201905021628,Valenciennes,2,201905021630,1 mn,201905021647,18 mn,,,,,,,,,,,,,2,201905021631,2 mn,201905021640,11 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare de l'Est,2,201905021644,15 mn,201905021648,19 mn,,,,,,,,,,,,,2,201905021634,5 mn,201905021643,14 mn,,,,,,,,,,,,,0,,,,
201905021628,Magenta-Saint-Martin,0,,,,,,,,,,,,,,,,,2,201905021635,6 mn,201905021644,15 mn,,,,,,,,,,,,,0,,,,
201905021628,Jacques Bonsergent,2,201905021640,11 mn,201905021644,15 mn,,,,,,,,,,,,,2,201905021638,9 mn,201905021647,18 mn,,,,,,,,,,,,,0,,,,
201905021628,Republique-Magenta,0,,,,,,,,,,,,,,,,,2,201905021630,1 mn,201905021640,11 mn,,,,,,,,,,,,,0,,,,
201905021628,Republique,2,201905021637,9 mn,201905021641,12 mn,,,,,,,,,,,,,2,201905021631,2 mn,201905021642,13 mn,,,,,,,,,,,,,0,,,,
201905021628,Jean-Pierre Timbaud,2,201905021635,6 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021633,4 mn,201905021644,15 mn,,,,,,,,,,,,,0,,,,
201905021628,Oberkampf-Filles du Calvaire,2,201905021633,4 mn,201905021637,8 mn,,,,,,,,,,,,,2,201905021635,6 mn,201905021645,16 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Claude,2,201905021632,3 mn,201905021635,6 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Gilles-Chemin Vert,2,201905021630,1 mn,201905021634,5 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021628,A l'arret,,,,,,,,,,,,,0,,,,
201905021628,Bastille-Beaumarchais,2,201905021628,A l'arret,201905021632,3 mn,,,,,,,,,,,,,2,,ARRET NON DESSERVI,,ARRET NON DESSERVI,,,,,,,,,,,,,0,,,,
201905021628,Bastille,2,,ARRET REPORTE,,ARRET REPORTE,,,,,,,,,,,,,2,201905021628,A l'arret,201905021632,3 mn,,,,,,,,,,,,,0,,,,
201905021628,Lyon-Ledru Rollin,2,201905021634,5 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021632,3 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare de Lyon-Diderot,2,201905021630,1 mn,201905021635,6 mn,,,,,,,,,,,,,2,201905021629,0 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021628,Quai de la Rapee,2,201905021628,A l'arret,201905021634,5 mn,,,,,,,,,,,,,2,201905021631,2 mn,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021628,Gare d'Austerlitz,2,201905021628,A l'arret,201905021637,8 mn,,,,,,,,,,,,,2,201905021630,1 mn,201905021634,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Marcel-La Pitie,2,201905021635,6 mn,201905021643,14 mn,,,,,,,,,,,,,2,201905021634,5 mn,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021628,Saint-Marcel-Jeanne d'Arc,2,201905021633,4 mn,201905021641,12 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021628,Les Gobelins,2,201905021631,2 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021631,2 mn,201905021640,11 mn,,,,,,,,,,,,,0,,,,
201905021628,Port Royal-Berthollet,2,201905021635,6 mn,201905021642,13 mn,,,,,,,,,,,,,2,201905021630,1 mn,201905021634,5 mn,,,,,,,,,,,,,0,,,,
201905021628,Port Royal-Saint Jacques,2,201905021633,4 mn,201905021639,10 mn,,,,,,,,,,,,,2,201905021632,3 mn,201905021637,8 mn,,,,,,,,,,,,,0,,,,
201905021628,Observatoire-Port Royal,2,201905021631,2 mn,201905021638,9 mn,,,,,,,,,,,,,2,201905021628,A l'arret,201905021633,4 mn,,,,,,,,,,,,,0,,,,
201905021628,Campagne Premiere,2,201905021630,1 mn,201905021637,8 mn,,,,,,,,,,,,,2,201905021630,1 mn,201905021635,6 mn,,,,,,,,,,,,,0,,,,
201905021628,Vavin,2,201905021634,5 mn,201905021650,21 mn,,,,,,,,,,,,,2,201905021629,0 mn,201905021632,3 mn,,,,,,,,,,,,,0,,,,
